Pretty Formula,A,B,C,D,sus_factor
Li7Gd3Cr2O12,Gd3+,Cr4+,Li1+,O2-,2681.3620360593004
Li7Tb2Tm3O12,Tm3+,Tb4+,Li1+,O2-,2681.560535955167
Li7Dy2Er3O12,Er3+,Dy4+,Li1+,O2-,2682.393085423731
Li7Tb3Cr2O12,Tb3+,Cr4+,Li1+,O2-,2683.923794547269
Li7Tb3Cr2O12,Tb3+,Cr2-,Li1+,O1-,2683.923794547269
Li7Tb3Cr2O12,Tb1+,Cr1+,Li1+,O1-,2683.923794547269
Li7Gd3(PO6)2,Gd3+,P4+,Li1+,O2-,2684.3342920888645
Li7Gd3(PO6)2,Gd1+,P1+,Li1+,O1-,2684.3342920888645
Li7Gd3(PO6)2,Gd3+,P2-,Li1+,O1-,2684.3342920888645
Li7Dy2Tm3O12,Tm3+,Dy4+,Li1+,O2-,2684.3501650805674
Li7Ti3(MoO6)2,Ti3+,Mo2-,Li1+,O1-,2685.1113632449906
Li7Ti3(MoO6)2,Ti3+,Mo4+,Li1+,O2-,2685.1113632449906
Li7Ti3(MoO6)2,Ti1+,Mo1+,Li1+,O1-,2685.1113632449906
Li7Nd3(HgO6)2,Nd3+,Hg4+,Li1+,O2-,2685.1638244079168
Li7Tb2Yb3O12,Yb3+,Tb4+,Li1+,O2-,2686.3436748440095
Li7Tb3(PO6)2,Tb1+,P1+,Li1+,O1-,2687.015092276503
Li7Tb3(PO6)2,Tb3+,P2-,Li1+,O1-,2687.015092276503
Li7Tb3(PO6)2,Tb3+,P4+,Li1+,O2-,2687.015092276503
Li7Zn3(MoO6)2,Zn1+,Mo1+,Li1+,O1-,2687.915668024206
Li7Tb2Lu3O12,Lu3+,Tb4+,Li1+,O2-,2688.551076009514
Li7Ta2(AgO4)3,Ag3+,Ta4+,Li1+,O2-,2688.976608677158
Li7Yb3Dy2O12,Yb3+,Dy4+,Li1+,O2-,2689.070100317157
Li7Dy3Cr2O12,Dy3+,Cr2-,Li1+,O1-,2689.2862877251005
Li7Dy3Cr2O12,Dy3+,Cr4+,Li1+,O2-,2689.2862877251005
Li7Fe3(TeO6)2,Fe3+,Te2-,Li1+,O1-,2691.166848681802
Li7Fe3(TeO6)2,Fe3+,Te4+,Li1+,O2-,2691.166848681802
Li7Dy2Lu3O12,Lu3+,Dy4+,Li1+,O2-,2691.2485758575485
Li7Sm3(HgO6)2,Sm3+,Hg4+,Li1+,O2-,2692.1309051884828
Li7Gd2Cr3O12,Cr5+,Gd1+,Li1+,O2-,2692.5182412204967
Li7Gd2Cr3O12,Cr1+,Gd1+,Li1+,O1-,2692.5182412204967
Li7Dy3(PO6)2,Dy3+,P4+,Li1+,O2-,2692.6210116752873
Li7Dy3(PO6)2,Dy3+,P2-,Li1+,O1-,2692.6210116752873
Li7Ho3Cr2O12,Ho3+,Cr4+,Li1+,O2-,2692.853870988064
Li7Ho3Cr2O12,Ho3+,Cr2-,Li1+,O1-,2692.853870988064
Li7Eu3(HgO6)2,Eu3+,Hg4+,Li1+,O2-,2693.9189641013654
Li7Tb2Cr3O12,Cr1-,Tb4+,Li1+,O1-,2694.4293739190516
Li7Tb2Cr3O12,Cr3+,Tb4+,Li1+,O2-,2694.4293739190516
Li7Tb2Cr3O12,Cr1+,Tb1+,Li1+,O1-,2694.4293739190516
Li7Tb2Cr3O12,Cr5+,Tb1+,Li1+,O2-,2694.4293739190516
Rb2Li7(FeO4)3,Fe5+,Rb1+,Li1+,O2-,2694.4535397955
Rb2Li7(FeO4)3,Fe1+,Rb1+,Li1+,O1-,2694.4535397955
Na3Li7(MoO6)2,Na1+,Mo1+,Li1+,O1-,2695.317110213017
Li7Er3Cr2O12,Er3+,Cr4+,Li1+,O2-,2696.2145875992055
Li7Er3Cr2O12,Er3+,Cr2-,Li1+,O1-,2696.2145875992055
Li7Ho3(PO6)2,Ho3+,P4+,Li1+,O2-,2696.3462290299112
Li7Ho3(PO6)2,Ho3+,P2-,Li1+,O1-,2696.3462290299112
Li7In3(WO6)2,In1+,W1+,Li1+,O1-,2697.5507229978193
Li7In3(WO6)2,In3+,W4+,Li1+,O2-,2697.5507229978193
Li7Dy2Cr3O12,Cr3+,Dy4+,Li1+,O2-,2698.447769517527
Li7Dy2Cr3O12,Cr1-,Dy4+,Li1+,O1-,2698.447769517527
Li7Tm3Cr2O12,Tm3+,Cr2-,Li1+,O1-,2698.598116554166
Li7Tm3Cr2O12,Tm3+,Cr4+,Li1+,O2-,2698.598116554166
Li7Gd3(HgO6)2,Gd3+,Hg4+,Li1+,O2-,2699.7021490066813
Li7Gd3(HgO6)2,Gd1+,Hg1+,Li1+,O1-,2699.7021490066813
Li7Er3(PO6)2,Er3+,P2-,Li1+,O1-,2699.852291730313
Li7Er3(PO6)2,Er3+,P4+,Li1+,O2-,2699.852291730313
Li7Gd3Sc2O12,Gd1+,Sc1+,Li1+,O1-,2701.293404840834
Li7Tb3(HgO6)2,Tb1+,Hg1+,Li1+,O1-,2701.5008548898995
Li7Tb3(HgO6)2,Tb3+,Hg4+,Li1+,O2-,2701.5008548898995
Li7Mn3(MoO6)2,Mn3+,Mo4+,Li1+,O2-,2701.760697124679
Li7Mn3(MoO6)2,Mn7+,Mo2-,Li1+,O2-,2701.760697124679
Li7Mn3(MoO6)2,Mn3+,Mo2-,Li1+,O1-,2701.760697124679
Li7Mn3(MoO6)2,Mn1+,Mo1+,Li1+,O1-,2701.760697124679
Li7Mn3(MoO6)2,Mn5+,Mo1+,Li1+,O2-,2701.760697124679
Li7Tm3(PO6)2,Tm3+,P4+,Li1+,O2-,2702.3370562162586
Li7Tm3(PO6)2,Tm3+,P2-,Li1+,O1-,2702.3370562162586
Li7Tb3Sc2O12,Tb1+,Sc1+,Li1+,O1-,2703.7757528242114
Li7Yb3Cr2O12,Yb3+,Cr4+,Li1+,O2-,2704.3226289001173
Li7Yb3Cr2O12,Yb3+,Cr2-,Li1+,O1-,2704.3226289001173
K2Li7(CoO4)3,Co5+,K1+,Li1+,O2-,2704.804591166782
K2Li7(CoO4)3,Co1+,K1+,Li1+,O1-,2704.804591166782
Li7Dy3(HgO6)2,Dy3+,Hg4+,Li1+,O2-,2705.2851788401567
Li7Lu3Cr2O12,Lu3+,Cr4+,Li1+,O2-,2706.953430411296
Li7Lu3Cr2O12,Lu3+,Cr2-,Li1+,O1-,2706.953430411296
Li7Ho3(HgO6)2,Ho3+,Hg4+,Li1+,O2-,2707.817269859553
Li7Ce2Sc3O12,Sc3+,Ce4+,Li1+,O2-,2708.1610977713967
Li7Yb3(PO6)2,Yb3+,P2-,Li1+,O1-,2708.298448009063
Li7Yb3(PO6)2,Yb3+,P4+,Li1+,O2-,2708.298448009063
Li7Pr2Sc3O12,Sc3+,Pr4+,Li1+,O2-,2709.1050101606534
Li7Ca3(MoO6)2,Ca1+,Mo1+,Li1+,O1-,2709.233937489438
Li7Er3(HgO6)2,Er3+,Hg4+,Li1+,O2-,2710.2131737255854
Li7Lu3(PO6)2,Lu3+,P4+,Li1+,O2-,2711.035152333026
Li7Lu3(PO6)2,Lu3+,P2-,Li1+,O1-,2711.035152333026
Li7Tm3(HgO6)2,Tm3+,Hg4+,Li1+,O2-,2711.9187182537394
Li7Nd2Sc3O12,Sc3+,Nd4+,Li1+,O2-,2713.0312605003296
Li7Gd2(HgO4)3,Hg1+,Gd1+,Li1+,O1-,2714.6988312570916
Li7Tb2(HgO4)3,Hg1+,Tb1+,Li1+,O1-,2715.811594633859
Li7Yb3(HgO6)2,Yb3+,Hg4+,Li1+,O2-,2716.0364061808987
Li7Lu3(HgO6)2,Lu3+,Hg4+,Li1+,O2-,2717.939010207594
Li7Fe3(WO6)2,Fe1-,W4+,Li1+,O1-,2727.054628363067
Li7Fe3(WO6)2,Fe1+,W1+,Li1+,O1-,2727.054628363067
Li7Fe3(WO6)2,Fe3+,W4+,Li1+,O2-,2727.054628363067
Li7Fe3(WO6)2,Fe5+,W1+,Li1+,O2-,2727.054628363067
Li7Gd2Sc3O12,Sc1+,Gd1+,Li1+,O1-,2727.622773914798
Li7Cr5O12,Cr3+,Cr4+,Li1+,O2-,2728.905688285707
Li7Cr5O12,Cr1+,Cr1+,Li1+,O1-,2728.905688285707
Li7Cr5O12,Cr5+,Cr1+,Li1+,O2-,2728.905688285707
Li7Tb2Sc3O12,Sc1+,Tb1+,Li1+,O1-,2729.422467476176
Li7Tb2Sc3O12,Sc3+,Tb4+,Li1+,O2-,2729.422467476176
K3Li7In2O12,K1+,In1+,Li1+,O1-,2729.9197784823323
Li7Dy2Sc3O12,Sc3+,Dy4+,Li1+,O2-,2733.20486346889
Li7Cr3(HgO6)2,Cr1+,Hg1+,Li1+,O1-,2736.7935191572374
Li7Cr3(HgO6)2,Cr3+,Hg4+,Li1+,O2-,2736.7935191572374
Li7Cr3(HgO6)2,Cr5+,Hg1+,Li1+,O2-,2736.7935191572374
Li7Cr3(PO6)2,Cr5+,P1+,Li1+,O2-,2738.284448078044
Li7Cr3(PO6)2,Cr3+,P4+,Li1+,O2-,2738.284448078044
Li7Cr3(PO6)2,Cr3+,P2-,Li1+,O1-,2738.284448078044
Li7Cr3(PO6)2,Cr1+,P1+,Li1+,O1-,2738.284448078044
Li7Zn3(IO6)2,Zn1+,I7+,Li1+,O2-,2738.391123260527
Li7Zn3(IO6)2,Zn1+,I1+,Li1+,O1-,2738.391123260527
Li7Cr2(HgO4)3,Hg1+,Cr1+,Li1+,O1-,2738.879622800214
Li7Gd3(AsO6)2,Gd1+,As1+,Li1+,O1-,2739.4265420049105
Li7La3(ReO6)2,La3+,Re4+,Li1+,O2-,2739.4589697231418
Li7Ti3(IO6)2,Ti1+,I1+,Li1+,O1-,2740.022609141018
Li7Ti3(IO6)2,Ti3+,I4+,Li1+,O2-,2740.022609141018
Li7Ti3(IO6)2,Ti1+,I7+,Li1+,O2-,2740.022609141018
Li7Mg3(IO6)2,Mg1+,I7+,Li1+,O2-,2740.687399663538
Li7Mg3(IO6)2,Mg1+,I1+,Li1+,O1-,2740.687399663538
Li7Ce3(ReO6)2,Ce3+,Re4+,Li1+,O2-,2740.726059857445
Li7Tb3(AsO6)2,Tb1+,As1+,Li1+,O1-,2741.5163277681177
Li7Pr3(ReO6)2,Pr3+,Re4+,Li1+,O2-,2741.549892864048
Li7Hg5O12,Hg1+,Hg1+,Li1+,O1-,2741.5561734025196
Li7Hg3(PO6)2,Hg1+,P1+,Li1+,O1-,2744.0987676747786
Li7Nd3(ReO6)2,Nd3+,Re4+,Li1+,O2-,2744.9787218335164
Li7Sm3(ReO6)2,Sm3+,Re4+,Li1+,O2-,2751.1024141370644
Li7Eu3(ReO6)2,Eu3+,Re4+,Li1+,O2-,2752.6731106353927
K3Li7(CuO6)2,K1+,Cu1+,Li1+,O1-,2753.2263143015803
Li7Mn3(IO6)2,Mn1+,I7+,Li1+,O2-,2753.3407754024133
Li7Mn3(IO6)2,Mn5+,I1+,Li1+,O2-,2753.3407754024133
Li7Mn3(IO6)2,Mn3+,I4+,Li1+,O2-,2753.3407754024133
Li7Mn3(IO6)2,Mn1+,I1+,Li1+,O1-,2753.3407754024133
Na3Li7(IO6)2,Na1+,I7+,Li1+,O2-,2756.3809053119644
Na3Li7(IO6)2,Na1+,I1+,Li1+,O1-,2756.3809053119644
Li7Sc2(HgO4)3,Hg1+,Sc1+,Li1+,O1-,2756.8999322018644
Li7Gd3(ReO6)2,Gd3+,Re4+,Li1+,O2-,2757.750724180217
Li7Gd3(ReO6)2,Gd1+,Re1+,Li1+,O1-,2757.750724180217
Li7Gd3(ReO6)2,Gd1+,Re7+,Li1+,O2-,2757.750724180217
Li7Tb3(ReO6)2,Tb3+,Re4+,Li1+,O2-,2759.3291877179386
Li7Tb3(ReO6)2,Tb1+,Re7+,Li1+,O2-,2759.3291877179386
Li7Tb3(ReO6)2,Tb1+,Re1+,Li1+,O1-,2759.3291877179386
Li7Dy3(ReO6)2,Dy3+,Re4+,Li1+,O2-,2762.648912697191
Li7Sc2Cr3O12,Cr5+,Sc1+,Li1+,O2-,2763.1500739997646
Li7Sc2Cr3O12,Cr1+,Sc1+,Li1+,O1-,2763.1500739997646
Li7Ca3(IO6)2,Ca1+,I7+,Li1+,O2-,2763.802250466684
Li7Ca3(IO6)2,Ca1+,I1+,Li1+,O1-,2763.802250466684
Li7Ho3(ReO6)2,Ho3+,Re4+,Li1+,O2-,2764.869211596664
Cs2Li7Cd3O12,Cd1+,Cs1+,Li1+,O1-,2765.842297092649
Li7Er3(ReO6)2,Er3+,Re4+,Li1+,O2-,2766.969407523053
Li7Tm3(ReO6)2,Tm3+,Re4+,Li1+,O2-,2768.464043951275
Li7Sc3(HgO6)2,Sc1+,Hg1+,Li1+,O1-,2769.1840841450667
Li7Sc3(HgO6)2,Sc3+,Hg4+,Li1+,O2-,2769.1840841450667
K3Li7(FeO6)2,K1+,Fe1+,Li1+,O1-,2770.5470193990304
Li7Yb3(ReO6)2,Yb3+,Re4+,Li1+,O2-,2772.071146911202
Li7Lu3(ReO6)2,Lu3+,Re4+,Li1+,O2-,2773.737167970185
K3Li7(NiO6)2,K1+,Ni1+,Li1+,O1-,2778.818145378913
Li7Sc3Cr2O12,Sc1+,Cr1+,Li1+,O1-,2781.026543865776
Li7Sc3Cr2O12,Sc3+,Cr2-,Li1+,O1-,2781.026543865776
Li7Sc3Cr2O12,Sc3+,Cr4+,Li1+,O2-,2781.026543865776
Li7Ti3(TeO6)2,Ti3+,Te4+,Li1+,O2-,2784.4179869023283
Li7Ti3(TeO6)2,Ti3+,Te2-,Li1+,O1-,2784.4179869023283
Li7Hg3(AsO6)2,Hg1+,As1+,Li1+,O1-,2786.677188813064
Li7Mo2O15,O1-,Mo4+,Li1+,O1-,2791.1386635252197
Li7Re2(HgO4)3,Hg1+,Re7+,Li1+,O2-,2794.3827433777665
Li7Re2(HgO4)3,Hg1+,Re1+,Li1+,O1-,2794.3827433777665
Rb2Li7Zn3O12,Zn1+,Rb1+,Li1+,O1-,2794.7806504861273
Li7Sc3(PO6)2,Sc3+,P4+,Li1+,O2-,2795.868303588065
Li7Sc3(PO6)2,Sc3+,P2-,Li1+,O1-,2795.868303588065
Li7Sc3(PO6)2,Sc1+,P1+,Li1+,O1-,2795.868303588065
Li7Mn3(TeO6)2,Mn3+,Te2-,Li1+,O1-,2796.2824741949835
Li7Mn3(TeO6)2,Mn3+,Te4+,Li1+,O2-,2796.2824741949835
Li7Mn3(TeO6)2,Mn7+,Te2-,Li1+,O2-,2796.2824741949835
KLi5O6,Li1+,K1+,Li1+,O1-,2798.985863932622
Li7Hf3(MoO6)2,Hf3+,Mo2-,Li1+,O1-,2799.012696995175
Li7Hf3(MoO6)2,Hf3+,Mo4+,Li1+,O2-,2799.012696995175
K3Li7(SeO6)2,K1+,Se1+,Li1+,O1-,2800.7908572926403
Li7Zn3(WO6)2,Zn1+,W1+,Li1+,O1-,2801.6831351365868
Rb2Li7Ti3O12,Ti1+,Rb1+,Li1+,O1-,2802.001526166404
Li7Ta3(AuO6)2,Ta5+,Au1+,Li1+,O2-,2802.587144503983
Li7Ti3(WO6)2,Ti3+,W2-,Li1+,O1-,2807.4976112599566
Li7Ti3(WO6)2,Ti3+,W4+,Li1+,O2-,2807.4976112599566
Li7Ti3(WO6)2,Ti1+,W1+,Li1+,O1-,2807.4976112599566
Li7In3(BrO6)2,In1+,Br1+,Li1+,O1-,2808.1734940224896
Li7In3(BrO6)2,In1+,Br7+,Li1+,O2-,2808.1734940224896
Li7In3(BrO6)2,In3+,Br4+,Li1+,O2-,2808.1734940224896
Rb2Li7Mg3O12,Mg1+,Rb1+,Li1+,O1-,2811.823741862608
Rb2Li7Mn3O12,Mn1+,Rb1+,Li1+,O1-,2814.953502252839
Rb2Li7Mn3O12,Mn5+,Rb1+,Li1+,O2-,2814.953502252839
Li7Mg3(WO6)2,Mg1+,W1+,Li1+,O1-,2815.0531992669135
Li7Cr3(AsO6)2,Cr1+,As1+,Li1+,O1-,2816.535144862487
Li7Cr3(AsO6)2,Cr5+,As1+,Li1+,O2-,2816.535144862487
Li7Mn3(WO6)2,Mn3+,W4+,Li1+,O2-,2817.002545817303
Li7Mn3(WO6)2,Mn5+,W1+,Li1+,O2-,2817.002545817303
Li7Mn3(WO6)2,Mn7+,W2-,Li1+,O2-,2817.002545817303
Li7Mn3(WO6)2,Mn3+,W2-,Li1+,O1-,2817.002545817303
Li7Mn3(WO6)2,Mn1+,W1+,Li1+,O1-,2817.002545817303
Li7Sc5O12,Sc1+,Sc1+,Li1+,O1-,2818.402148395597
Li7Cr3(ReO6)2,Cr1+,Re1+,Li1+,O1-,2820.065681632901
Li7Cr3(ReO6)2,Cr1+,Re7+,Li1+,O2-,2820.065681632901
Li7Cr3(ReO6)2,Cr5+,Re1+,Li1+,O2-,2820.065681632901
Li7Cr3(ReO6)2,Cr3+,Re4+,Li1+,O2-,2820.065681632901
K3Li7(GeO6)2,K1+,Ge1+,Li1+,O1-,2823.4200733889597
Li7Hf3(IO6)2,Hf3+,I4+,Li1+,O2-,2826.1805225831263
Na3Li7(WO6)2,Na1+,W1+,Li1+,O1-,2828.541230352088
Cs2Li7(AgO4)3,Ag1+,Cs1+,Li1+,O1-,2828.8999372046806
Li7Ca3(WO6)2,Ca1+,W1+,Li1+,O1-,2829.7245632014988
Rb2Na3Li7O12,Na1+,Rb1+,Li1+,O1-,2830.8082062268863
Rb2Li7Ca3O12,Ca1+,Rb1+,Li1+,O1-,2832.210812085543
K3Li7(GaO6)2,K1+,Ga1+,Li1+,O1-,2834.2525859068405
K2Sr3Li7O12,Sr1+,K1+,Li1+,O1-,2839.6732391576597
Li7I2O15,O1-,I4+,Li1+,O1-,2843.622694897484
K3Li7Zn2O12,K1+,Zn1+,Li1+,O1-,2850.747064566342
Li7Hf3(TeO6)2,Hf3+,Te4+,Li1+,O2-,2853.5896928173947
Li7Hf3(TeO6)2,Hf3+,Te2-,Li1+,O1-,2853.5896928173947
Li7Sc3(ReO6)2,Sc3+,Re4+,Li1+,O2-,2856.0538404264184
Li7Sc3(ReO6)2,Sc1+,Re1+,Li1+,O1-,2856.0538404264184
Li7Sc3(ReO6)2,Sc1+,Re7+,Li1+,O2-,2856.0538404264184
K3Li7Ti2O12,K1+,Ti1+,Li1+,O1-,2860.966908262562
Li7Hf3(WO6)2,Hf3+,W2-,Li1+,O1-,2861.959004653022
Li7Hf3(WO6)2,Hf3+,W4+,Li1+,O2-,2861.959004653022
K3Li7(SO6)2,K1+,S1+,Li1+,O1-,2864.221843974724
Li7Sc3(AsO6)2,Sc1+,As1+,Li1+,O1-,2867.629883349019
K3Li7Mn2O12,K1+,Mn1+,Li1+,O1-,2869.82314236177
K3Li7Mn2O12,K1+,Mn7+,Li1+,O2-,2869.82314236177
Li7Zr3(MoO6)2,Zr3+,Mo4+,Li1+,O2-,2872.796551578615
Li7Zr3(MoO6)2,Zr3+,Mo2-,Li1+,O1-,2872.796551578615
Li7Zr3(MoO6)2,Zr1+,Mo1+,Li1+,O1-,2872.796551578615
Li7Y3(MoO6)2,Y1+,Mo1+,Li1+,O1-,2875.5099546631486
Li7Y3(MoO6)2,Y3+,Mo4+,Li1+,O2-,2875.5099546631486
Li7Y3(MoO6)2,Y3+,Mo2-,Li1+,O1-,2875.5099546631486
K3Li7Mg2O12,K1+,Mg1+,Li1+,O1-,2875.606584946494
Li7Ta2In3O12,In3+,Ta4+,Li1+,O2-,2878.851356166344
Li7Fe3(BrO6)2,Fe3+,Br4+,Li1+,O2-,2882.93761053439
Li7Fe3(BrO6)2,Fe1+,Br7+,Li1+,O2-,2882.93761053439
Li7Fe3(BrO6)2,Fe1+,Br1+,Li1+,O1-,2882.93761053439
Li7Fe3(BrO6)2,Fe5+,Br1+,Li1+,O2-,2882.93761053439
K3Li7Ca2O12,K1+,Ca1+,Li1+,O1-,2887.5124049524384
K3Na2Li7O12,K1+,Na1+,Li1+,O1-,2891.0798446567132
Li7Te2O15,O1-,Te4+,Li1+,O1-,2895.558297687659
K3Li7(SiO6)2,K1+,Si1+,Li1+,O1-,2900.0568777794333
Li7W2O15,O1-,W4+,Li1+,O1-,2902.951125929131
Li7Zr3(IO6)2,Zr1+,I1+,Li1+,O1-,2903.2754779263946
Li7Zr3(IO6)2,Zr1+,I7+,Li1+,O2-,2903.2754779263946
Li7Zr3(IO6)2,Zr3+,I4+,Li1+,O2-,2903.2754779263946
Li7Y3(IO6)2,Y1+,I1+,Li1+,O1-,2906.046594359377
Li7Y3(IO6)2,Y1+,I7+,Li1+,O2-,2906.046594359377
Li7Y3(IO6)2,Y3+,I4+,Li1+,O2-,2906.046594359377
K3Li7Al2O12,K1+,Al1+,Li1+,O1-,2910.2433617155793
K3Li7(ClO6)2,K1+,Cl1+,Li1+,O1-,2917.4449316398805
K3Li7(ClO6)2,K1+,Cl7+,Li1+,O2-,2917.4449316398805
K2Li7V3O12,V1+,K1+,Li1+,O1-,2931.8871528871127
K2Li7V3O12,V5+,K1+,Li1+,O2-,2931.8871528871127
Li7Zr3(WO6)2,Zr1+,W1+,Li1+,O1-,2939.720509000809
Li7Zr3(WO6)2,Zr3+,W4+,Li1+,O2-,2939.720509000809
Li7Zr3(WO6)2,Zr3+,W2-,Li1+,O1-,2939.720509000809
Li7Zr3(TeO6)2,Zr3+,Te2-,Li1+,O1-,2939.870957479078
Li7Zr3(TeO6)2,Zr3+,Te4+,Li1+,O2-,2939.870957479078
K2Li7Gd3O12,Gd1+,K1+,Li1+,O1-,2941.7136733194493
Li7Y3(WO6)2,Y3+,W4+,Li1+,O2-,2942.420658089035
Li7Y3(WO6)2,Y3+,W2-,Li1+,O1-,2942.420658089035
Li7Y3(WO6)2,Y1+,W1+,Li1+,O1-,2942.420658089035
K2Li7Tb3O12,Tb1+,K1+,Li1+,O1-,2942.7136765149808
Li7Y3(TeO6)2,Y3+,Te4+,Li1+,O2-,2942.9707919640637
Li7Y3(TeO6)2,Y3+,Te2-,Li1+,O1-,2942.9707919640637
Li7Co3(MoO6)2,Co3+,Mo2-,Li1+,O1-,2945.1900515246066
Li7Co3(MoO6)2,Co3+,Mo4+,Li1+,O2-,2945.1900515246066
Li7Co3(MoO6)2,Co5+,Mo1+,Li1+,O2-,2945.1900515246066
Li7Co3(MoO6)2,Co1+,Mo1+,Li1+,O1-,2945.1900515246066
Li7Ta2(FeO4)3,Fe1-,Ta4+,Li1+,O1-,2950.232848754698
Li7Ta2(FeO4)3,Fe3+,Ta4+,Li1+,O2-,2950.232848754698
Rb3Li7Cd2O12,Rb1+,Cd1+,Li1+,O1-,2951.9748541573263
K2Li7(HgO4)3,Hg1+,K1+,Li1+,O1-,2964.0703825467135
Rb2Li7Zr3O12,Zr1+,Rb1+,Li1+,O1-,2973.234183815989
Li7Co3(IO6)2,Co1+,I1+,Li1+,O1-,2973.388417475826
Li7Co3(IO6)2,Co3+,I4+,Li1+,O2-,2973.388417475826
Li7Co3(IO6)2,Co5+,I1+,Li1+,O2-,2973.388417475826
Li7Co3(IO6)2,Co1+,I7+,Li1+,O2-,2973.388417475826
Li7Zn3(BrO6)2,Zn1+,Br7+,Li1+,O2-,2976.071495376916
Li7Zn3(BrO6)2,Zn1+,Br1+,Li1+,O1-,2976.071495376916
Rb2Li7Y3O12,Y1+,Rb1+,Li1+,O1-,2977.061244222947
Li7Hf3(BrO6)2,Hf3+,Br4+,Li1+,O2-,2986.5210291563526
Cs3Li7(AuO6)2,Cs1+,Au1+,Li1+,O1-,2987.035976446203
K3Li7Zr2O12,K1+,Zr1+,Li1+,O1-,2996.264787690764
K3Li7Y2O12,K1+,Y1+,Li1+,O1-,2999.694410759728
Li7Ti3(BrO6)2,Ti1+,Br1+,Li1+,O1-,3000.9783289655966
Li7Ti3(BrO6)2,Ti3+,Br4+,Li1+,O2-,3000.9783289655966
Li7Ti3(BrO6)2,Ti1+,Br7+,Li1+,O2-,3000.9783289655966
K3Li7(NO6)2,K1+,N1+,Li1+,O1-,3002.4034946918546
Rb3Li7(AgO6)2,Rb1+,Ag1+,Li1+,O1-,3003.30334678603
Li7Co3(WO6)2,Co3+,W4+,Li1+,O2-,3004.1608629390503
Li7Co3(WO6)2,Co1+,W1+,Li1+,O1-,3004.1608629390503
Li7Co3(WO6)2,Co5+,W1+,Li1+,O2-,3004.1608629390503
Li7Co3(WO6)2,Co1-,W4+,Li1+,O1-,3004.1608629390503
Li7Mn3(BrO6)2,Mn1+,Br1+,Li1+,O1-,3006.717312459307
Li7Mn3(BrO6)2,Mn3+,Br4+,Li1+,O2-,3006.717312459307
Li7Mn3(BrO6)2,Mn1+,Br7+,Li1+,O2-,3006.717312459307
Li7Mn3(BrO6)2,Mn5+,Br1+,Li1+,O2-,3006.717312459307
Li7Hf3Ta2O12,Hf3+,Ta4+,Li1+,O2-,3013.6621368776196
Li7Co3(TeO6)2,Co3+,Te2-,Li1+,O1-,3015.1097769670714
Li7Co3(TeO6)2,Co3+,Te4+,Li1+,O2-,3015.1097769670714
Li7Cd3(RuO6)2,Cd1+,Ru1+,Li1+,O1-,3020.1631432055883
Li7Cd3(RuO6)2,Cd1+,Ru7+,Li1+,O2-,3020.1631432055883
Sr3Li7(MoO6)2,Sr1+,Mo1+,Li1+,O1-,3028.255199981361
K3Li7(CO6)2,K1+,C1+,Li1+,O1-,3028.561380961995
Cs2Li7In3O12,In1+,Cs1+,Li1+,O1-,3036.7882778845596
Li7Ta2Ti3O12,Ti3+,Ta4+,Li1+,O2-,3038.4590128391114
Li7Ta2Ti3O12,Ti1-,Ta4+,Li1+,O1-,3038.4590128391114
Li7Mg3(BrO6)2,Mg1+,Br7+,Li1+,O2-,3040.747910217307
Li7Mg3(BrO6)2,Mg1+,Br1+,Li1+,O1-,3040.747910217307
Li7Ca3(BrO6)2,Ca1+,Br1+,Li1+,O1-,3040.7639480329094
Li7Ca3(BrO6)2,Ca1+,Br7+,Li1+,O2-,3040.7639480329094
Li7Ta2Mn3O12,Mn1-,Ta4+,Li1+,O1-,3041.650247889749
Li7Ta2Mn3O12,Mn3+,Ta4+,Li1+,O2-,3041.650247889749
Li7Cd3(RhO6)2,Cd1+,Rh1+,Li1+,O1-,3043.4919153808246
Sr3Li7(IO6)2,Sr1+,I7+,Li1+,O2-,3046.4556626399935
Sr3Li7(IO6)2,Sr1+,I1+,Li1+,O1-,3046.4556626399935
Li7Ta3(PbO6)2,Ta3+,Pb4+,Li1+,O2-,3048.5555300203514
Na3Li7(BrO6)2,Na1+,Br7+,Li1+,O2-,3062.106932894126
Na3Li7(BrO6)2,Na1+,Br1+,Li1+,O1-,3062.106932894126
Sr3Li7(WO6)2,Sr1+,W1+,Li1+,O1-,3064.6368042604477
Rb2Li7(CoO4)3,Co1+,Rb1+,Li1+,O1-,3064.7430806135253
Rb2Li7(CoO4)3,Co5+,Rb1+,Li1+,O2-,3064.7430806135253
Li7La3(MoO6)2,La3+,Mo4+,Li1+,O2-,3072.208854037491
Li7La3(MoO6)2,La3+,Mo2-,Li1+,O1-,3072.208854037491
Li7Ce3(MoO6)2,Ce3+,Mo4+,Li1+,O2-,3072.3271996339618
Li7Ce3(MoO6)2,Ce3+,Mo2-,Li1+,O1-,3072.3271996339618
Li7Pr3(MoO6)2,Pr3+,Mo4+,Li1+,O2-,3072.404050479269
Li7Pr3(MoO6)2,Pr3+,Mo2-,Li1+,O1-,3072.404050479269
Li7Nd3(MoO6)2,Nd3+,Mo2-,Li1+,O1-,3072.72310756834
Li7Nd3(MoO6)2,Nd3+,Mo4+,Li1+,O2-,3072.72310756834
Li7Sm3(MoO6)2,Sm3+,Mo2-,Li1+,O1-,3073.28973748551
Li7Sm3(MoO6)2,Sm3+,Mo4+,Li1+,O2-,3073.28973748551
